Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2007-11-09,183300,371200,5200,20338400,8300,51643800,7648300,1873900,8730900,169800,7093900,684200,4739600,3660300,19730100,385200
2007-11-12,223200,981100,5900,19626500,2200,67132101,7291800,1506700,7460300,81100,7021200,349800,5158000,2812600,23660000,452400
2007-11-13,273500,1738800,6100,14685000,13000,69201801,6520500,1037200,8528000,143000,7943300,271100,4551800,2209400,16535700,656400
2007-11-14,335900,260300,6900,13237300,6300,45659799,9613800,568900,6565400,72300,5416900,505900,4187000,2416900,20523700,1458800
2007-11-15,492800,340200,22700,17919400,10500,52619199,10586600,2375000,8135100,366300,6914000,335900,4597100,2001300,16226700,843600
2007-11-16,1058200,179500,13600,21984400,9100,58002699,13102900,2943700,8558500,111800,5573700,301400,3370000,1993600,16125600,702000
2007-11-19,329000,527200,31900,20877500,11300,49056201,11819100,1287400,7601100,121200,7301700,329500,3373300,3420600,13348800,506400
2007-11-20,332000,568700,11300,29642000,10100,82557699,11402500,1320300,8766300,202500,8430000,400500,4034500,2987500,16947300,902600
2007-11-21,352600,734300,12300,16955600,3800,76605699,11038000,1541200,7840000,153000,7037200,317700,5985700,2667100,21208800,1077800
2007-11-23,136200,499200,100,6773200,1300,21717399,3534300,390400,3158000,16000,5506400,225600,1163700,1282200,7998800,392200
2007-11-26,434800,400500,35300,11275700,13200,70245600,9672900,1269300,9298700,261400,6881400,634500,5066800,4309800,20924300,653800
2007-11-27,921700,370500,6000,21871200,3900,73212600,10494300,1614700,7264800,125200,13461900,622800,4028100,3201800,20920500,710600
2007-11-28,536300,765800,17100,14952500,1700,96965499,12587300,1288800,11363800,142600,12245000,404300,4303900,3236600,17434200,849800
2007-11-29,1460400,195600,3500,15269100,1400,52358601,8348300,701400,7084500,100500,7287100,274900,3730700,1509800,15359400,316000
2007-11-30,1712600,352200,6400,18165800,4200,56582601,13355100,756000,5092000,45800,8784100,607500,3225500,1675900,15428500,339000
2007-12-03,629700,320500,3100,12473500,1100,40658601,11516100,1094900,4109900,112300,4292100,477600,2470600,1510100,12254000,268400
2007-12-04,480500,494100,9700,8087900,5800,29710800,8499200,661000,5502600,229000,8097700,4321200,3674100,1007500,12309600,179400
2007-12-05,431200,349600,8400,11619200,6800,45485301,8263400,476600,5651000,99900,6493500,5246800,3828100,2020500,14585500,313600
2007-12-06,805900,248700,9600,12211400,4300,49834500,8492400,668900,10234800,127200,5953100,930400,3590900,1886700,11520900,870600
2007-12-07,405700,400800,15600,7969000,3400,47307501,9451900,683900,10164700,64900,15000600,2292900,2028500,2631400,10581100,651000
2007-12-10,902700,476100,7000,7272700,1000,26612901,14407800,444000,3317900,206000,6493100,468700,2003100,1120900,10849600,868600
2007-12-11,1153400,275100,3500,20267300,13900,67584999,15626400,1809100,9938600,184300,5788600,1143900,4223700,3468500,17951300,1092200
2007-12-12,498500,444500,9200,14748000,14800,72687099,12330300,1318800,6037700,148900,8181600,570700,2610300,3980300,18539300,1181400
2007-12-13,424400,274400,36600,13596800,18500,75827301,26822200,850700,8144800,98100,9651600,484000,4206600,2943400,14734100,1056200
2007-12-14,509100,294300,58800,12001800,17600,52663401,18638700,834400,5501200,86700,5613100,814700,2241600,1872000,12972200,878800
2007-12-17,550100,293900,71500,10677900,2200,59506899,21423100,845400,5716300,70500,7129000,344900,2736800,2171700,17411600,711400
2007-12-18,401300,311100,28000,13435900,12700,69319200,17582700,1319700,4864200,90500,10223800,724900,3447400,3003300,15683100,1154400
2007-12-19,533700,269600,22500,13925200,5100,56087100,13044600,778100,5175500,85000,10204500,807300,2661700,3409700,12437200,597400
2007-12-20,480900,334900,11600,12419600,14300,41460999,9832000,702100,4680000,153100,5985400,981200,2674800,3200200,13301000,559400
2007-12-21,411200,280300,3500,10746700,9500,51663399,26042200,2709700,5901800,36000,7017600,1119700,2489800,1386600,10081200,612400
2007-12-24,190400,271500,9700,3543500,17600,18323100,4945500,467100,2207500,34700,2546500,424700,793500,742500,2800100,1445200
2007-12-26,259100,188500,14500,5671900,2500,21446499,6759500,192600,2539800,37100,4867300,95600,959800,680600,5344300,244800
2007-12-27,421100,871400,7800,8003800,10000,27778401,9599800,471100,2517700,47800,8706300,425900,1363900,2527900,5648300,566200
2007-12-28,406700,264300,11100,7370700,7400,23707800,6254800,1013000,1819100,132100,4838600,300800,1386200,1229600,5603500,534600
2007-12-31,670500,234500,50300,6317200,22200,24277500,13484800,512600,3161300,500600,3244400,391500,1979800,1213000,4103600,840800
2008-01-02,699200,718900,11900,14613200,4800,68097600,13770500,1487100,7554800,151200,7579400,760200,6331200,4018500,15429200,869200
2008-01-03,370500,1088400,8800,8003700,4100,47808399,13924700,778800,6009400,188900,10355100,710900,2700800,3337800,8064500,261200
2008-01-04,475100,573900,11800,14003200,18900,83154999,11883800,2042600,7669100,383300,7666400,750100,5731300,4476400,13878000,494800
2008-01-07,691500,663400,10600,19380500,8000,54144999,18197300,1380200,12545600,254900,12025300,664000,4823500,2695700,16180100,721000
2008-01-08,1544300,429000,16400,21066600,10900,88856499,15632500,1317400,8126700,350600,9798200,330400,4398500,2212700,16632600,1872800
2008-01-09,426700,748500,9600,23564200,2600,85577499,14863900,4054200,15634800,161900,15022300,287900,6350100,3617200,18529800,1108600
2008-01-10,291800,452800,18000,25105500,2100,83101800,12970400,3618900,17518000,766700,9838300,583900,4805700,4755100,21412100,1438400
2008-01-11,315600,667600,12000,21983900,1500,78319500,10759800,5926700,12318600,482200,6517900,1394500,3445100,2929500,14910200,3200200
2008-01-14,289600,826100,15900,7625600,6700,70664901,10030900,1821700,4575200,21500,19042600,343900,2950600,4025200,9262100,541000
2008-01-15,361300,469800,17600,18920800,17600,90724599,12630300,3147700,9294300,948400,16767400,2308300,4011400,4636500,19776100,1171200
2008-01-16,620800,1029100,75200,25166600,4600,41418300,16323300,4092900,12057000,111000,14506600,432100,7345800,6802300,25293200,118400
2008-01-17,307400,681700,29400,29970600,11000,33441399,22476500,3173600,14691700,160700,10226000,627400,6664500,4680300,29488200,2501200
2008-01-18,799700,456900,24700,34914600,14800,19774800,21939500,4575500,12722300,108300,13379800,398700,6323800,3160200,22188100,1137400
2008-01-22,782800,767000,41900,36591200,15800,53497299,24636000,6077500,19686500,391400,19273100,1417700,8386100,5434900,29273000,2849200
2008-01-23,858100,695100,20000,41714600,14900,73557399,33608800,6882300,17675000,218500,19989100,1690500,9141400,5309000,26904700,1513800
2008-01-24,469100,707600,4400,19770000,11000,90598800,14315600,3571000,18462200,162900,16933100,1016100,6088400,3387100,19010200,562400
2008-01-25,585300,1188800,9300,19327300,6100,65774799,15052800,2824600,11830100,70900,11981300,583600,4545100,2634100,18012900,1683400
2008-01-28,482500,592800,7200,18391100,5400,61985901,17770000,1696900,6746000,184700,8437200,950100,3544900,2619300,18967700,1624400
2008-01-29,450800,481500,6500,14388600,16000,42915900,12914300,1029900,4584400,116800,5885400,1043700,3195900,1669600,13995000,1441000
2008-01-30,557400,564300,28400,24336600,23800,90873300,15326000,2223800,11247600,230500,10037600,446000,4450400,3638100,18514400,908200
2008-01-31,595800,689400,15300,21609500,35900,91721901,18976200,4529100,10846900,723700,8230300,649400,5109500,4028700,18356200,2521600
2008-02-01,432400,642500,6000,16469100,4800,66303600,13916800,2934600,10369200,403100,10572300,605800,5203500,2578400,17810200,336600
2008-02-04,335600,692300,19400,11287300,7400,46973001,11101600,1588700,4950300,2828400,7014500,1828900,3648200,2109200,10561900,2409000
2008-02-05,622700,787400,13800,15460800,1700,82042899,15487300,2991500,6733700,2017700,10850800,3461400,4748400,3142600,18114200,5602400
2008-02-06,696200,867200,12100,13885100,21000,94405101,15260100,2675300,7752500,597300,7095400,426400,3959600,3361900,18702100,1330600
2008-02-07,622200,859400,35900,20667800,3000,81770901,14439600,2567700,5235500,583000,8478300,483800,5742900,2856500,18043900,1836000
2008-02-08,543300,1067500,26200,15301200,22700,63859200,12319100,1738600,5917200,438400,21219500,322600,2789900,2881500,13644200,923000
2008-02-11,223100,1226700,21200,11396800,7700,62730900,11886800,1882400,7147200,251100,13308700,2361400,3938000,2884100,13341700,1015400
2008-02-12,650500,759600,14400,17729100,8600,95258901,14223900,3544900,8053100,3645200,7197800,3253000,3955500,4122300,21728500,1596400
2008-02-13,510100,406300,8600,12190000,2000,80918901,10028700,1451300,8097200,226000,13207800,945000,4782300,3695700,12955800,997600
2008-02-14,568400,1015200,5800,11196100,7700,77649801,9046100,1322500,8607600,800400,13951900,502700,3226900,4774500,14270500,934600
2008-02-15,454200,995200,9000,9422900,3800,41013801,9362100,1099800,5045800,143100,4705500,292000,3110900,1981800,12094300,330200
2008-02-19,596800,918500,9400,9198600,16700,60775101,10561900,2145700,7335200,264200,10162900,773200,5019800,2437400,14696300,1022800
2008-02-20,405200,706200,18200,15371600,1600,67391301,20118300,3617200,6501400,905000,7280700,994900,3565700,3229300,14686400,1826000
2008-02-21,486300,563500,3600,13265200,11000,45617100,11248400,1503700,8676700,106800,16491300,772100,3210800,2680600,16370300,672600
2008-02-22,987100,554600,12600,13505400,4800,58208700,12524600,1303100,4894300,513200,16523900,364300,3212000,3164700,14575600,507000
2008-02-25,548800,922200,11400,14317800,200,63015300,12643600,1067500,8413200,123700,17914000,239000,3984100,2718500,14274700,610000
2008-02-26,638000,1025400,20700,13655600,2600,60488601,11134600,2383700,5547600,477100,11890100,231400,4106900,2725900,13661600,1173400
2008-02-27,632900,1342400,7000,11267300,3600,59974500,12680600,2072700,7509100,3042900,11260400,378000,4779800,3217500,17909100,749200
2008-02-28,434500,1534200,6900,8715100,1700,52191000,9345500,2706100,4822700,285100,8456000,307400,3648300,2656700,13273000,1713800
2008-02-29,897400,1077100,2700,16747600,100,69185601,16244200,2478400,10133900,133000,12747000,734000,5197400,3635100,21531400,753200
2008-03-03,388200,1311700,7100,11123500,8300,85461300,11907100,1765300,14174700,331500,9648400,468600,3999900,4420500,14833900,5736400
2008-03-04,381800,1591100,1600,20075400,1700,92122500,13385800,2889300,9527600,957700,12196800,525900,5376700,4222100,18877500,2392800
2008-03-05,431200,1005400,6200,14386600,500,61341699,11267000,3310900,7746400,1004700,14317100,433300,3368200,4031300,16905900,2248400
2008-03-06,906800,1658700,3800,12200800,1700,57569100,11643700,2250500,6221700,62700,18728800,255700,3859300,2977000,18588100,2859400
2008-03-07,1087400,1496800,5700,18740000,1200,70881099,10738500,2372600,8351500,1667100,12980700,319900,5696400,2891000,18916100,1245000
2008-03-10,431300,1678300,6700,15461400,1100,70747101,25495200,2731300,9424200,198400,14309800,388100,3868900,5788400,20764900,1114000
2008-03-11,564100,1465200,24400,18973800,400,294300,14641700,3454300,12368000,274600,13425000,528000,4834200,3830300,19477600,661200
2008-03-12,421800,1752100,12100,12808900,4900,55986801,12554500,1489800,8641500,394600,8924200,235000,3333000,1842400,16116900,746400
2008-03-13,416700,2582400,6100,22627400,12500,85187400,11207200,1246300,9651900,220300,15161100,220600,5079900,5674100,23649100,1110000
2008-03-14,490000,1108000,29100,28562200,5800,94939599,13901300,2676900,18581800,431700,14183900,369000,6055200,4325600,20810100,1819800
2008-03-17,664100,3045300,35500,26224500,28300,5039001,17473600,2594800,8027500,212000,14768100,818800,5907300,5509100,27636300,782000
2008-03-18,398100,1171700,4000,22620600,4000,82137501,18299600,7749100,10585100,297700,13795700,1344200,5812500,5196200,18069500,6173800
2008-03-19,403200,2139400,9000,17147900,1800,98387100,13885700,2011500,8492200,264900,14983800,1606700,5511300,4130700,27417700,578800
2008-03-20,315500,3444400,8000,15577100,6800,81482601,13980800,2507200,8002200,97500,28784100,655500,5934900,3784400,21116000,444800
2008-03-24,422200,1418100,6400,15070900,3700,63378399,13955800,1619600,6222300,29100,23210300,313600,3991700,3950300,16885200,983800
2008-03-25,490300,1018500,600,11810200,5600,49886799,18299600,811300,7317000,68700,23217300,216500,3934700,4458700,16501100,282600
2008-03-26,335800,1394300,3500,12449600,20300,44104200,10904100,538400,8034400,49400,16063900,204500,2937700,2539700,13990300,463000
2008-03-27,371200,2371800,3300,17136100,19600,48698499,10316500,713500,8128100,260500,21417100,649000,2705200,1872900,12652500,427600
2008-03-28,466100,1128500,1600,10556600,700,42165801,11224600,3865200,6105800,6769900,19315100,2890400,3081500,2112800,13652400,232000
2008-03-31,542700,1298900,2200,11209100,200,51409299,15065400,1117300,3746200,2327900,17801500,593200,3171700,3029300,9703900,665000
2008-04-01,240200,1279200,15000,20713900,6200,59381400,18535500,4356600,6985700,226000,18016900,3297000,7145900,5436900,13167400,683200
2008-04-02,489300,810500,2400,13453100,6300,49012599,10982700,4841500,4206500,161700,20239500,453300,7305800,2689600,15640000,1159800
2008-04-03,480800,548800,4400,11001300,600,49434501,7069600,2451200,5850200,255000,15430300,831500,3291600,3612300,14489800,4450200
2008-04-04,430700,824400,16100,11766400,4100,44908401,9861500,1817400,5985400,4140200,7812000,2131200,3362000,1553900,13710600,1688400
2008-04-07,416700,1220900,25800,12680200,7700,48986499,7494600,905500,3656900,727800,8932800,263900,3637400,2425600,10201900,1632200
2008-04-08,408600,823000,1500,12618600,400,37751700,7408700,1331400,4397200,269500,10924600,270900,5438400,2730100,10906800,234200
2008-04-09,442600,1276800,700,14745900,4200,38694900,11749400,852600,15118400,864200,10667200,354100,4085100,2820200,10706100,569200
2008-04-10,456400,1335600,1800,14228800,400,38889801,12777600,2329200,5762600,200600,10132800,1241000,4103800,2327000,9394600,630600
2008-04-11,263500,736700,1900,16125100,2100,45524601,7246900,1089100,4823900,280500,12378700,2136300,2403300,1839300,8391800,322000
2008-04-14,682500,698200,3800,11403300,1700,43564899,7161700,1555500,3802800,301800,8756000,321500,2272100,1751000,12625000,290000
2008-04-15,435400,613900,3700,12226500,2600,34622799,10709300,4271600,3405600,235900,10666700,2898200,1806600,1836900,8194100,146000
2008-04-16,386400,780800,1700,16328800,900,52424301,10529000,2267800,5025900,279800,12175300,3213700,4028100,3130300,14150100,1344600
2008-04-17,461500,554500,1600,12957400,1300,35485899,17630000,1366000,6401100,343200,22789000,2420800,3176700,2274000,14112200,862200
2008-04-18,533200,537900,12200,16505100,800,43225200,19354900,1097600,6039300,276500,16409500,634000,5986600,3110100,12362400,870000
2008-04-21,438500,766400,2500,10602700,400,39267000,6355100,885200,5770000,163400,8459100,1307100,2476500,1783600,8315000,626400
2008-04-22,569000,901600,1900,9965600,400,46017399,7264100,2739600,4542700,753500,11683300,331100,3262100,2021800,11464800,634000
2008-04-23,486000,712200,1600,10211800,100,38086200,10523000,877900,8864300,167000,10500200,284500,3143000,2342000,10554500,1075600
2008-04-24,363800,690500,1100,13708100,1500,38336301,8145200,912300,6692700,151600,12224100,314000,4327800,1393900,12143600,225600
2008-04-25,507100,472200,7700,11846700,600,36466401,17699800,489100,5389200,135000,10806300,616700,5702700,1404400,9145900,281800
2008-04-28,513300,478800,5400,7426300,1900,24920400,7130400,273200,4703200,30300,8634900,695500,3504200,1392600,8244900,713000
2008-04-29,497400,1231000,1700,7236300,100,43157100,7570000,1552600,6754900,45500,11667500,156800,3939700,1734400,11494100,986600
2008-04-30,806000,1619700,1700,17479800,400,56792199,9458000,2502600,5801400,58600,9978000,1739300,3573600,1882400,29865600,364800
2008-05-01,503100,1697700,300,17930800,1200,36255600,11503900,1478000,4291700,640900,8890900,751600,2895000,1455300,20571300,1256800
2008-05-02,461900,1320300,3400,11872100,4900,36136299,15374500,1524900,5622300,380800,8518800,1019600,2928800,1872600,17123000,323400
2008-05-05,541500,824300,2700,8085900,1900,22734201,7563600,3889000,5422900,3000900,9245600,5227300,2703200,2127900,10932800,1907800
2008-05-06,622700,818900,3400,11803700,200,35094300,8296600,2821100,3455200,1458900,9630000,1507100,2541900,1982500,10939700,418200
2008-05-07,298900,838800,8000,13303900,6900,52301499,9339200,1461900,6533000,373800,8441000,2028400,3636400,3140700,14220800,999600
2008-05-08,731200,930900,4100,10925200,5800,34353201,6971300,744300,4570800,258800,8480600,562300,3070900,1910700,10583700,478600
2008-05-09,433500,1030800,1100,9034300,900,33420399,5649300,1406400,4126600,177300,8221300,588500,3505500,2392600,8162600,181400
2008-05-12,579300,555500,2200,9010400,3700,31594899,6045800,703400,6795300,125400,6022000,418800,3394800,1619800,9439300,482000
2008-05-13,479000,700000,1500,8173300,300,25008999,8349800,1948500,6772000,122700,13453900,360700,3008800,1559000,11097600,349200
